0,960134502481732
0,520307695269728
0,51744410559416
0,859770220639077
0,1479578433316
0,511972124926733
0,681320534870643
0,799836723506375
0,881354127489661
0,580002509793268
0,894483290097901
0,231077801078129
0,0415782500252026
0,0748373424051503
0,0542647443033125
0,0874782666040018
0,426733108436099
0,625535387837112
0,30313521544595
0,86722518450917
0,562548871879721
0,825952802703694
0,263462699141103
0,790282133869027
0,794888725408767
0,334646980899687
0,835114614961257
0,54470234436202
0,708142287893287
0,710417713369437
0,585705313172985
0,302005867148752
0,160868810099023
0,443714998403431
0,91971293693395
0,216995200708972
0,3914338938852
0,332431163327969
0,891580064264862
0,227332560917052
0,76371014293456
0,0690864525125765
0,939351695095818
0,878708711303169
0,325696547667355
0,626280830067713
0,302536011814389
0,173147037705941
0,459155534142235
0,29764460041078
0,0792828421477614
0,759187322463462
0,399542534444268
0,729019599374859
0,989161486266722
0,134181699778038
0,256844996128625
0,727161971725133
0,0648814952303104
0,813310862431913
0,676857509965476
0,136618190508624
0,0916944356130876
0,170936414120224
0,994297196620282
0,592477422949149
0,0702089909791057
0,597863251621771
0,1551244054712
0,837269543594341
0,696044372718802
0,0943019451081296
0,73395532357225
0,0758026545288985
0,10351504157461
0,493462419367145
0,886601107607876
0,384753987837934
0,464585586201672
0,168607895341054
0,032110969085298
0,661967577255316
0,0855468102197847
0,410497687482507
0,631134871221676
0,826517990709524
0,902463332704484
0,431849210724164
0,45455351213671
0,785531237155912
0,960150204580347
0,664271922160067
0,267549668097659
0,0782692018329488
0,550475050951575
0,627091952425936
0,977392016899489
0,768415280975595
0,884411514682887
0,733219124718206
0,556071839088607
0,704672760192618
0,0180226322347404
0,621885990547895
0,601600227691978
0,984980897039632
0,025231998891212
0,32373987991537
0,625504557800249
0,495699066899577
0,247580592170162
0,872091008290691
0,262576385523461
0,896273599889257
0,781199893346615
0,0148899327101605
0,051071380288839
0,681196748130581
0,539801542898548
0,167779205910759
0,690014090244665
0,638359780254941
0,143309739485062
0,369593168315288
0,877119339013993
0,0317724505587353
0,826752277010471
0,655686121739301
0,525327603577323
0,476423089148674
0,516070402467656
0,118185826632281
0,500342473155047
0,731366461483467
0,612536056252446
0,32743820889268
0,643944945020576
0,46366081967189
0,808897459790529
0,646153974182044
0,801285991818312
0,578723452789115
0,806344652923916
0,958854445237133
0,53795064498575
0,0880591962896563
0,401695536636606
0,371276068208402
0,297069308486334
0,535585118241415
0,576020572137097
0,296195268768908
0,228613738077047
0,716632308772128
0,0432050344735407
0,917712058833666
0,561363020707557
0,648429463919452
0,744766651533901
0,569827777133243
0,158228620029161
0,369545877151911
0,798412276338047
0,149081468651575
0,979628664431921
0,129394765537882
0,371748535135644
0,531209924039994
0,283737543636811
0,453761684453935
0,370944987689585
0,587410560616949
0,872299288340052
0,893647568716504
0,366493214092447
0,11129063745555
0,832015127331025
0,184455294247929
0,831642523329539
0,789060142724337
0,63007691392213
0,455476208802069
0,358616813252967
0,989742485335908
0,900402517011577
0,219875133698748
0,889572088555234
0,783710164382919
0,688161427009926
0,69482399741878
0,766075188185123
0,995515481101123
0,718894168137989
0,239069682657285
0,487925354152883
0,431740114666401
0,780311176451068
0,657263184272341
0,979225780805212
0,408555879447868
0,716310661154013
0,870485612596611
0,0875385245715913
0,843307624032399
0,16464013055183
0,988610011520148
0,423895980428856
0,334966169360544
0,350139094679681
0,93191439701799
0,0856969315026407
0,376907726459628
0,816786940589914
0,955706508809564
0,939750863211113
0,702752411227092
0,0109290638989439
0,808669791002138
0,248678951639998
0,759753530733173
0,239822676982648
0,588038370752725
0,843048497030068
0,588913546218031
0,687686496268812
0,375429506588462
0,86851639247896
0,633229605682767
0,40572221456362
0,934753099426047
0,330979461004482
0,174751943058684
0,205229513442716
0,423086643881671
0,0727494815703246
0,759591301325518
0,367937684230477
0,515309189220569
0,825102354784078
0,911792505491428
0,795979153269892
0,55460591919469
0,433571069703238
0,756247029991935
0,609127065916139
0,389167461725495
0,17872854051121
0,763187659328425
0,299318819446172
0,785172942925791
0,420811050767457
0,97164138544893
0,408584232632343
0,21947225007204
0,16873320246522
0,128272290401288
0,0274371155665429
0,49862497835356
0,155621127763587
0,789210623963368
0,120093619041188
0,790666374746089
0,929243954796923
0,415385995253635
0,600934936013508
0,910944988443956
0,171678213016911
0,393700296708243
0,882957027239239
0,180159561885595
0,334814726996615
0,495619874678375
0,98356743621806
0,33688644614857
0,96377437746328
0,685216757787958
0,154467301049487
0,0868014670381329
0,979786480301892
0,298519034543316
0,196700966077252
0,105328733150535
0,333910786236595
0,62054927163783
0,51394204865859
0,359338075555553
0,766167710426342
0,985757263370677
0,254353441416451
0,944477191169037
0,732154185758975
0,869312705876917
